,,,December 2016,,,,,,,,,,,,,,December 2016,,,,,,,,,,,,,,December 2016,,,,,,,,,,,,
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4,0.0,0.0,3.2,5.4,5.4
353,"MALITBOG, SOUTHERN LEYTE",8,,,,,,,,,,,,353,"MALITBOG, SOUTHERN LEYTE","8",,,,,,,,,,,,353,"MALITBOG, SOUTHERN LEYTE","8",,,,,,,,,,,,,
333,"BUCAY, ABRA",CAR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,333,"BUCAY, ABRA","CAR",0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,333,"BUCAY, ABRA","CAR",0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,0.6,0.0,3.4,12.6,14
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,0.0,0.0,5.4,0.0,0.0,0.2,0.0,7.2,4.8,0.0,17.6,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",6.4,0.0,0.4,3.4,0.0,0.0,0.0,0.0,0.8,0.0,11,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",,0.0,0.0,,,13.2,0.0,,0.0,,0.0,13.2,41.8
365,"BANAYBANAY, DAVAO ORIENTAL",11,10.0,0.0,13.8,15.4,0.2,0.0,1.4,0.0,0.0,0.0,40.8,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,0.0,4.4,0.8,11.4,6.2,1.6,0.2,0.0,24.6,365,"BANAYBANAY, DAVAO ORIENTAL","11",2.6,4.6,0.0,0.0,0.0,0.0,3.8,0.0,0.0,18.6,12.0,41.6,107
867,"DANGCAGAN, BUKIDNON",10,3.4,0.2,0.0,1.0,0.0,8.8,5.4,0.0,0.0,1.8,20.6,867,"DANGCAGAN, BUKIDNON","10",0.0,13.2,27.2,5.0,2.0,2.6,12.6,2.2,0.0,0.0,64.8,867,"DANGCAGAN, BUKIDNON","10",0.8,1.0,0.0,0.0,0.0,0.0,31.2,3.2,0.0,0.0,2.8,39,124.4
319,"NAIC CAMPUS, CAVITE",4-A,0.0,1.2,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,1.4,319,"NAIC CAMPUS, CAVITE","4-A",0.0,2.0,0.2,0.0,4.0,0.0,0.0,0.8,12.0,0.0,19,319,"NAIC CAMPUS, CAVITE","4-A",0.0,139.4,166.2,171.5,135.6,8.2,166.4,0.0,0.0,0.0,5.8,793.1,813.5
502,"BAGABAG, NUEVA VIZCAYA",2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,43.0,0.0,47.8,502,"BAGABAG, NUEVA VIZCAYA","2",4.6,0.0,7.8,3.2,3.0,15.2,10.0,23.0,22.6,12.6,12.0,114,162.2
920,"GUIMBA, NUEVA ECIJA",3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,6.6,0.0,7.8,920,"GUIMBA, NUEVA ECIJA","3",0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,920,"GUIMBA, NUEVA ECIJA","3",0.0,0.0,0.0,0.0,0.0,,,,,,,0,9
381,"ARAKAN, COTABATO",12,3.0,8.4,1.4,0.0,0.2,0.0,0.2,3.4,0.0,0.0,16.6,381,"ARAKAN, COTABATO","12",0.0,7.4,25.4,1.2,0.0,5.0,0.6,0.0,0.0,6.4,46,381,"ARAKAN, COTABATO","12",1.8,2.2,0.0,0.4,0.4,0.0,18.8,0.0,0.2,2.0,0.0,25.8,88.4
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,8.6,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,3.8,0.0,0.0,0.0,6.2,0.8,1.8,0.0,12.6,22.8
897,"ABUYUG, LEYTE",8,2.2,84.4,2.8,1.6,2.8,39.4,1.4,0.0,0.0,0.0,134.6,897,"ABUYUG, LEYTE","8",0.0,3.4,32.2,0.0,9.6,39.8,38.2,53.8,16.8,19.4,213.2,897,"ABUYUG, LEYTE","8",2.2,8.4,0.0,0.4,0.0,0.0,0.0,0.0,2.4,4.0,5.8,23.2,371
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,10.4,0.0,12.4,3.6,0.0,0.0,5.2,22.0,0.2,0.0,53.8,882,"KIDAPAWAN, COTABATO","12",0.0,57.4,7.2,0.4,8.2,3.0,70.8,0.0,0.0,0.0,147,882,"KIDAPAWAN, COTABATO","12",0.0,14.6,0.0,0.0,0.0,0.0,45.0,0.2,0.0,0.6,6.4,66.8,267.6
336,"BALBALAN, KALINGA",CAR,0.0,,,,0.0,,,,,6.6,6.6,336,"BALBALAN, KALINGA","CAR",,,0.2,,,,,,0.2,,0.4,336,"BALBALAN, KALINGA","CAR",,0.0,,,,,4.8,,,,,4.8,11.8
345,"CASTILLA, SORSOGON",5,0.4,26.2,8.6,0.2,20.4,23.4,18.0,0.2,11.6,0.2,109.2,345,"CASTILLA, SORSOGON","5",23.4,3.0,12.8,12.2,6.8,73.6,24.2,31.8,0.2,2.6,190.6,345,"CASTILLA, SORSOGON","5",0.0,9.2,3.2,5.8,48.0,0.0,0.0,3.4,0.2,4.4,3.8,78,377.8
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,,0.0,12.4,0.2,0.0,10.0,0.0,0.0,0.0,22.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,30.2,25.4,13.4,2.4,2.0,22.2,10.0,0.0,0.0,105.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",7.6,0.4,0.0,4.4,2.0,0.0,0.0,,0.0,13.8,38.6,66.8,195
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,,,,,,,,,,0,887,"CANTILAN, SURIGAO DEL SUR","13",,,0.0,0.0,0.0,0.0,,,,,0,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,0.0,0.0,0.0,0,0
347,"PANDAN, CATANDUANES",5,20.2,1.0,0.4,1.6,7.8,50.6,19.8,37.8,2.2,16.6,158,347,"PANDAN, CATANDUANES","5",22.2,10.4,3.4,91.2,47.8,38.0,6.4,4.8,6.6,0.6,231.4,347,"PANDAN, CATANDUANES","5",0.8,21.2,6.0,7.2,37.8,,,,,1.8,5.2,80,469.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,1.8,4.0,9.2,0.0,0.0,37.0,8.6,15.2,4.2,7.0,87,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,9.2,3.4,4.0,0.0,3.6,2.0,0.2,2.2,24.6,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",7.8,1.0,10.8,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6,23.4,135
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.6,0.0,6.8,337,"SUDIPEN, LA UNION","1",0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,0.0,0.2,2.8,7.6,15
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,3.2,1.0,0.2,1.2,0.0,1.4,0.0,0.0,0.0,7,326,"LEMERY, BATANGAS","4-A",0.0,20.0,11.4,23.0,0.2,0.6,1.0,9.6,0.0,0.0,65.8,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,12.6,20.2,0.2,0.0,0.0,5.2,28.2,66.4,139.2
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.4,0.0,0.0,1.2,0.0,19.6,0.0,0.0,21.2,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",23.0,20.8,5.6,2.4,0.2,3.2,0.0,1.4,0.2,0.0,56.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,1.8,7.6,3.6,0.0,0.0,0.0,0.0,0.0,13,91
