,,,April 2017,,,,,,,,,,,,,,April 2017,,,,,,,,,,,,,,April 2017,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6
897,"ABUYUG, LEYTE",8,4.0,5.0,174.4,80.0,,,10.0,3.0,0.0,0.8,277.2,897,"ABUYUG, LEYTE","8",0.4,11.4,1.4,5.8,15.8,0.2,0.2,0.2,0.0,0.0,35.4,897,"ABUYUG, LEYTE","8",0.0,5.2,0.6,6.8,0.4,0.2,0.4,0.0,5.2,5.2,24,336.6
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,65.2,0.4,8.6,0.0,5.0,0.0,1.0,0.0,0.0,0.0,80.2,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,34.8,5.2,0.0,0.0,0.6,0.0,0.0,27.2,67.8,882,"KIDAPAWAN, COTABATO","12",0.0,63.4,14.6,1.0,1.0,42.8,0.4,57.8,0.0,7.8,188.8,336.8
336,"BALBALAN, KALINGA",CAR,1.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.4,336,"BALBALAN, KALINGA","CAR",0.0,0.0,18.0,0.0,0.0,0.0,1.0,15.2,20.8,0.0,55,336,"BALBALAN, KALINGA","CAR",0.0,0.0,4.0,5.8,4.0,0.0,0.0,0.0,,0.0,13.8,70.2
345,"CASTILLA, SORSOGON",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
364,"MARAGUSAN, COMPOSTELA VALLEY",11,4.4,1.2,3.0,1.4,40.2,0.0,0.0,0.0,38.8,0.0,89,364,"MARAGUSAN, COMPOSTELA VALLEY","11",1.4,0.0,0.6,16.4,0.0,12.2,0.0,5.0,0.0,3.6,39.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",3.4,0.4,13.0,0.0,0.0,7.4,12.2,0.4,5.4,,42.2,170.4
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,
347,"PANDAN, CATANDUANES",5,0.0,11.0,0.6,0.4,5.2,1.4,29.6,3.0,0.0,0.0,51.2,347,"PANDAN, CATANDUANES","5",0.0,0.0,0.0,2.0,6.4,2.8,0.0,0.0,0.0,9.0,20.2,347,"PANDAN, CATANDUANES","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,14.4,2.0,18.8,12.0,14.8,0.2,0.0,0.0,0.0,0.0,62.2,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.6,0.0,5.8,0.0,0.0,0.0,0.0,,6.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,68.6
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.9,6.9
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.8
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,25.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.8
