,,,May 2017,,,,,,,,,,,,,,May 2017,,,,,,,,,,,,,,May 2017,,,,,,,,,,,,
920,"GUIMBA, NUEVA ECIJA",3,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,920,"GUIMBA, NUEVA ECIJA","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,920,"GUIMBA, NUEVA ECIJA","3",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.4
381,"ARAKAN, COTABATO",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,4.2,0.0,4.2,7.6,37.0,10.2,63.2,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",79.6,21.2,0.0,0.0,0.8,7.2,33.4,0.0,13.6,6.4,0.0,162.2,227.2
897,"ABUYUG, LEYTE",8,0.0,2.6,9.2,10.8,78.2,86.0,132.8,19.6,14.6,0.6,354.4,897,"ABUYUG, LEYTE","8",10.0,108.6,37.0,0.8,0.4,0.4,0.4,1.0,0.0,8.0,166.6,897,"ABUYUG, LEYTE","8",0.8,2.2,5.6,0.2,0.2,83.2,0.0,4.8,2.4,14.4,20.6,134.4,655.4
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,5.2,1.0,68.6,0.0,12.0,12.6,22.6,12.4,12.6,0.0,147,882,"KIDAPAWAN, COTABATO","12",18.2,30.0,14.8,0.0,30.0,0.0,1.0,9.4,9.6,16.8,129.8,882,"KIDAPAWAN, COTABATO","12",4.2,50.0,8.6,14.6,0.0,0.0,0.0,0.0,0.0,,0.0,77.4,354.2
336,"BALBALAN, KALINGA",CAR,0.6,16.0,9.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.4,336,"BALBALAN, KALINGA","CAR",0.0,0.0,0.0,1.6,0.0,9.6,,5.6,15.4,,32.2,336,"BALBALAN, KALINGA","CAR",13.4,28.4,2.8,10.6,6.6,8.8,22.0,33.0,0.0,8.2,0.0,133.8,194.4
345,"CASTILLA, SORSOGON",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,,0.0,5.1,5.1
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.6,1.0,12.4,1.0,0.0,0.2,6.4,0.4,22,364,"MARAGUSAN, COMPOSTELA VALLEY","11",1.0,0.8,5.6,0.2,4.4,1.4,17.2,10.2,0.0,0.6,41.4,364,"MARAGUSAN, COMPOSTELA VALLEY","11",2.6,5.6,26.2,3.4,6.4,1.4,0.0,0.0,0.0,1.2,0.6,47.4,110.8
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,,
347,"PANDAN, CATANDUANES",5,0.0,0.0,0.0,0.4,2.0,7.6,4.0,0.6,9.4,4.4,28.4,347,"PANDAN, CATANDUANES","5",5.6,3.6,0.2,1.4,0.0,0.0,0.4,9.4,0.0,0.0,20.6,347,"PANDAN, CATANDUANES","5",0.0,1.2,0.0,0.0,5.8,16.2,5.2,3.6,0.0,0.0,0.0,32,81
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,,,,,,,1.8,0.0,0.0,1.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,9.8,25.6,0.0,42.6,0.0,0.0,0.0,26.0,104,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",14.6,10.2,6.4,10.0,57.6,2.2,0.0,,0.0,0.0,,101,206.8
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,337,"SUDIPEN, LA UNION","1",0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.4,108.4,1.6,116.4,337,"SUDIPEN, LA UNION","1",42.2,89.4,0.0,0.0,9.0,5.4,34.8,6.4,22.2,29.4,0.2,239,356.2
1103,"ABUCAY, BATAAN",3,,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,10.2,0.0,34,1103,"ABUCAY, BATAAN","3",2.2,0.0,0.0,6.0,24.4,1.0,9.8,0.0,0.0,0.0,33.4,76.8,130.4
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.2,0.0,0.0,6,326,"LEMERY, BATANGAS","4-A",0.0,1.6,0.0,0.0,0.0,1.8,4.6,0.0,0.0,24.2,0.0,32.2,41.4
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.8,2.0,0.0,12.0,2.4,0.0,0.0,0.0,0.0,45.4,0.0,62.6,68.2
