,,,June 2017,,,,,,,,,,,,,,June 2017,,,,,,,,,,,,,,June 2017,,,,,,,,,,,
897,"ABUYUG, LEYTE",8,5.6,0.0,22.0,0.0,1.8,13.6,9.2,49.4,13.8,0.8,116.2,897,"ABUYUG, LEYTE","8",1.4,0.0,0.0,0.2,5.2,0.0,1.2,0.0,17.2,14.2,39.4,897,"ABUYUG, LEYTE","8",0.0,4.2,0.0,6.2,0.0,0.0,0.2,6.8,5.8,8.4,31.6,187.2
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,,0.0,,,22.8,44.8,6.6,4.6,0.2,0.0,79,882,"KIDAPAWAN, COTABATO","12",0.8,0.2,0.2,0.0,15.0,0.0,2.2,0.4,0.0,0.4,19.2,882,"KIDAPAWAN, COTABATO","12",5.2,0.2,56.0,0.2,4.6,14.6,2.6,22.4,0.0,74.4,180.2,278.4
336,"BALBALAN, KALINGA",CAR,0.0,0.0,4.2,21.8,4.4,0.4,0.0,0.0,8.6,0.6,40,336,"BALBALAN, KALINGA","CAR",0.0,0.0,16.0,15.8,14.2,12.8,16.6,0.6,27.8,10.6,114.4,336,"BALBALAN, KALINGA","CAR",0.2,7.2,0.0,35.8,4.6,0.0,12.4,1.0,4.2,0.0,65.4,219.8
345,"CASTILLA, SORSOGON",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,1.8,0.0,0.0,9.6,17.4,0.0,0.0,0.0,28.8,364,"MARAGUSAN, COMPOSTELA VALLEY","11",5.2,7.4,0.0,8.8,3.2,0.0,6.0,0.4,0.2,0.0,31.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",2.4,1.2,26.8,0.2,0.2,12.2,12.2,17.0,1.0,0.2,73.4,133.4
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,0.0,142.8,200.8,343.6,343.6
347,"PANDAN, CATANDUANES",5,0.0,0.0,0.0,0.0,2.8,10.6,1.0,8.0,25.0,0.0,47.4,347,"PANDAN, CATANDUANES","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,7.6,23.8,347,"PANDAN, CATANDUANES","5",5.6,4.0,0.0,3.2,1.8,0.2,20.6,3.2,5.2,1.8,45.6,116.8
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,0.0,4.6,1.4,,0.0,0.2,5.8,38.8,0.0,50.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,,,0.0,0.0,0.0,,9.6,0.0,10.8,20.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",625.2,873.6,911.4,961.8,867.6,893.0,889.4,81.0,,,6103,6174.2
337,"SUDIPEN, LA UNION",1,0.0,1.2,0.0,0.0,0.6,0.2,0.0,0.0,52.8,5.4,60.2,337,"SUDIPEN, LA UNION","1",0.2,0.0,40.6,5.4,0.0,0.0,8.0,0.0,0.0,3.4,57.6,337,"SUDIPEN, LA UNION","1",2.2,21.6,19.4,0.2,3.6,0.0,1.4,3.6,5.0,7.4,64.4,182.2
1103,"ABUCAY, BATAAN",3,0.8,0.0,3.0,12.6,0.0,1.4,13.6,1.6,0.4,6.6,40,1103,"ABUCAY, BATAAN","3",0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,1.2,8.4,1103,"ABUCAY, BATAAN","3",11.6,32.8,0.0,0.0,0.0,1.8,0.0,5.4,2.0,10.8,64.4,112.8
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.8,0.0,0.0,0.0,0.0,0.0,28.4,13.4,9.0,1.2,52.8,326,"LEMERY, BATANGAS","4-A",0.8,1.4,1.8,1.8,1.2,0.2,0.0,0.0,3.8,0.0,11,326,"LEMERY, BATANGAS","4-A",0.6,3.6,1.2,0.0,0.0,1.2,0.0,4.6,0.2,0.0,11.4,75.2
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,18.4,0.8,0.2,0.0,0.0,20.0,0.0,0.0,0.0,0.0,39.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,2.0,0.0,11.6,18.0,13.6,1.8,47,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,2.2,0.0,0.0,0.0,0.0,4.8,0.0,0.0,7,93.4
