,,,January 2017,,,,,,,,,,,,,,January 2017,,,,,,,,,,,,,,January 2017,,,,,,,,,,,,
502,"BAGABAG, NUEVA VIZCAYA",2,0.6,1.8,1.2,0.2,0.0,2.2,0.0,0.0,0.0,11.0,17,502,"BAGABAG, NUEVA VIZCAYA","2",0.4,0.0,0.0,0.0,1.8,2.2,3.0,0.0,0.0,0.0,7.4,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,2.6,13.2,2.6,14.4,0.0,0.0,3.4,0.0,6.8,2.0,45,69.4
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,0.0,0.0,1.8,33.6,6.2,9.8,1.0,4.0,56.4,381,"ARAKAN, COTABATO","12",6.6,1.8,3.4,1.0,0.0,0.0,17.6,0.0,9.8,4.8,8.8,53.8,110.2
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,4.2,0.0,6,6.4
897,"ABUYUG, LEYTE",8,88.2,37.8,2.4,32.4,0.2,1.8,6.8,84.7,37.4,90.8,382.5,897,"ABUYUG, LEYTE","8",34.2,3.0,0.4,0.0,106.4,226.4,,,,,370.4,897,"ABUYUG, LEYTE","8",7.0,24.2,7.6,0.4,0.4,0.0,0.4,120.2,13.2,4.0,48.0,225.4,978.3
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,12.8,13.8,0.0,11.0,1.4,10.8,3.2,0.0,0.0,10.8,63.8,882,"KIDAPAWAN, COTABATO","12",0.0,35.2,0.0,0.0,0.0,15.2,0.0,27.2,3.6,0.0,81.2,882,"KIDAPAWAN, COTABATO","12",34.6,3.0,4.0,2.8,0.0,0.0,0.4,11.2,0.2,0.6,1.0,57.8,202.8
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",4.6,,,0.0,,,0.6,,0.0,,5.2,336,"BALBALAN, KALINGA","CAR",,,1.0,,,0.6,,,0.0,,,1.6,6.8
345,"CASTILLA, SORSOGON",5,17.4,19.7,33.6,12.2,0.6,0.0,0.4,9.2,42.6,3.2,138.9,345,"CASTILLA, SORSOGON","5",1.0,22.8,23.0,,,,0.0,15.4,0.0,0.8,63,345,"CASTILLA, SORSOGON","5",10.6,,0.0,1.6,0.0,0.2,2.8,5.2,6.8,0.0,12.6,39.8,241.7
364,"MARAGUSAN, COMPOSTELA VALLEY",11,41.0,12.6,0.0,,,7.6,1.2,0.2,15.0,1.8,79.4,364,"MARAGUSAN, COMPOSTELA VALLEY","11",1.8,0.2,0.2,0.0,15.0,,,,3.0,,20.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,,,,,,,,,,0.0,0,99.6
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,,
347,"PANDAN, CATANDUANES",5,17.4,19.8,34.8,14.6,0.4,0.4,1.4,5.2,96.6,1.8,192.4,347,"PANDAN, CATANDUANES","5",20.2,0.0,23.4,30.8,11.2,0.8,4.2,3.2,1.2,0.2,95.2,347,"PANDAN, CATANDUANES","5",32.0,16.6,11.2,3.4,0.2,2.8,0.0,10.0,6.8,0.0,12.4,95.4,383
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,15.2,0.0,0.2,0.0,2.4,18.8,,0.2,14.0,29.0,79.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",9.2,17.2,1.8,3.2,5.4,65.4,7.8,,,0.4,110.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",8.8,1.6,3.6,,4.4,0.0,0.0,3.6,0.8,3.8,0.4,27,217.2
337,"SUDIPEN, LA UNION",1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.6,0.0,5.8,7.2
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.2,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,7.0,16.8,326,"LEMERY, BATANGAS","4-A",9.8,5.6,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,16,326,"LEMERY, BATANGAS","4-A",0.0,0.0,9.0,0.0,0.8,2.2,3.2,10.8,0.0,2.2,0.0,28.2,61
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.6,1.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,8.2,10.6
