,,,March 2017,,,,,,,,,,,,,,March 2017,,,,,,,,,,,,,,March 2017,,,,,,,,,,,,
502,"BAGABAG, NUEVA VIZCAYA",2,8.6,0.4,0.0,2.6,0.0,0.0,0.0,0.0,0.8,0.0,12.4,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.6,502,"BAGABAG, NUEVA VIZCAYA","2",8.4,22.8,28.8,0.8,27.6,13.6,1.6,0.6,0.0,0.0,0.0,104.2,118.2
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,,,,,,,,,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
897,"ABUYUG, LEYTE",8,0.4,0.8,6.8,0.0,0.0,47.6,109.6,28.6,12.6,31.0,237.4,897,"ABUYUG, LEYTE","8",60.6,0.0,24.2,2.2,5.2,11.4,7.2,1.8,0.2,52.6,165.4,897,"ABUYUG, LEYTE","8",7.2,0.8,0.4,0.0,3.0,79.2,9.2,23.2,35.0,73.4,94.8,326.2,729
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,0.0,1.8,0.0,0.0,12.0,4.0,33.0,31.2,40.2,0.0,122.2,882,"KIDAPAWAN, COTABATO","12",36.0,50.4,0.0,7.0,2.8,0.0,0.6,0.0,0.0,1.4,98.2,882,"KIDAPAWAN, COTABATO","12",0.0,0.6,0.0,0.0,2.8,7.6,0.0,20.8,0.0,0.4,16.0,48.2,268.6
336,"BALBALAN, KALINGA",CAR,6.4,,,,0.0,,0.0,0.0,0.4,0.0,6.8,336,"BALBALAN, KALINGA","CAR",0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,0.2,336,"BALBALAN, KALINGA","CAR",1.4,,7.2,,0.2,,3.0,,0.0,0.0,0.0,11.8,18.8
345,"CASTILLA, SORSOGON",5,0.0,2.8,5.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.9,345,"CASTILLA, SORSOGON","5",17.0,9.2,1.8,0.0,83.2,0.0,0.0,0.0,0.0,0.0,111.2,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.1
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,11.2,2.6,0.0,21.8,19.4,0.0,,,0.0,55,364,"MARAGUSAN, COMPOSTELA VALLEY","11",1.2,15.0,0.0,0.0,3.0,0.0,0.0,,0.0,24.6,43.8,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.4,28.8,14.8,,2.0,0.0,46,144.8
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,,
347,"PANDAN, CATANDUANES",5,1.2,7.0,4.0,0.0,0.0,0.0,0.0,0.2,1.8,0.2,14.4,347,"PANDAN, CATANDUANES","5",11.2,47.0,13.0,20.6,3.4,3.0,0.2,4.2,0.0,21.0,123.6,347,"PANDAN, CATANDUANES","5",51.6,1.0,0.4,0.0,0.0,0.4,0.0,2.8,0.0,0.0,0.0,56.2,194.2
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.2,1.0,0.0,0.0,0.2,3.6,39.0,,,1.8,45.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",3.0,0.2,28.8,0.0,21.0,6.6,0.0,0.4,0.0,0.0,60,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.6,5.6,11.0,2.8,25.4,131.2
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",4.2,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,8.6,13.8
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,3.8,2.8,0.2,0.2,0.0,0.0,0.0,0.0,7,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11
