,,,May 2018,,,,,,,,,,,,,,May 2018,,,,,,,,,,,,,,May 2018,,,,,,,,,,,,
334,"BARLIG, MOUNTAIN PROVINCE",CAR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,0.2,334,"BARLIG, MOUNTAIN PROVINCE","CAR",22.8,31.6,5.2,0.0,4.6,0.0,0.0,0.0,0.0,7.8,72,334,"BARLIG, MOUNTAIN PROVINCE","CAR",6.2,3.0,3.8,14.8,14.0,0.6,0.2,0.0,0.0,0.0,,42.6,114.8
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,,
336,"BALBALAN, KALINGA",CAR,,,0.0,0.0,,,,0.2,0.0,,0.2,336,"BALBALAN, KALINGA","CAR",0.8,0.2,,,,,,,,,1,336,"BALBALAN, KALINGA","CAR",,,,,,,,,0.0,,,0,1.2
345,"CASTILLA, SORSOGON",5,,1.6,1.0,0.0,1.8,0.0,0.0,0.0,0.0,,4.4,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,,4.4
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,126.0,82.4,75.2,165.8,59.6,146.6,1.6,0.4,657.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.2,14.4,47.8,38.4,8.4,0.0,32.8,26.2,58.0,13.4,239.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",4.4,,,,,,,,,,,4.4,901.6
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,,
347,"PANDAN, CATANDUANES",5,0.6,4.8,0.0,22.4,0.4,0.0,0.0,0.6,3.0,0.0,31.8,347,"PANDAN, CATANDUANES","5",2.6,,1.0,0.0,,,,,,,3.6,347,"PANDAN, CATANDUANES","5",,,,,,,,,,,,,35.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,337,"SUDIPEN, LA UNION","1",,,,,,,,,,,,,0
1103,"ABUCAY, BATAAN",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,7.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.2,8.6,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,,,,,,,,0,326,"LEMERY, BATANGAS","4-A",,,,,,,,,,,,,8.6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,18.8,0.8,3.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,49.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,,0.0,0.0,,,,,,,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,,,,,,,,,,49.4
