,,,April 2018,,,,,,,,,,,,,,April 2018,,,,,,,,,,,,,,April 2018,,,,,,,,,,,
880,"T'BOLI, SOUTH COTABATO",12,3.4,0.0,1.4,0.0,4.6,0.6,0.0,0.0,0.4,0.0,10.4,880,"T'BOLI, SOUTH COTABATO","12",0.0,0.0,0.0,0.0,1.4,2.2,29.4,8.8,7.4,0.0,49.2,880,"T'BOLI, SOUTH COTABATO","12",0.6,11.4,4.2,2.4,0.0,2.0,0.0,,,,20.6,80.2
916,"MAGALANG, PAMPANGA",3,,,,,,,,,,,,916,"MAGALANG, PAMPANGA","3",,,,,,,,,,,,916,"MAGALANG, PAMPANGA","3",,,,,24.6,0.6,0.2,0.0,0.0,0.0,25.4,25.4
873,"GINGOOG CITY, MISAMIS ORIENTAL",10,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,7.0,40.6,873,"GINGOOG CITY, MISAMIS ORIENTAL","10",8.4,7.2,0.8,8.0,0.0,0.0,69.2,8.6,0.2,12.2,114.6,873,"GINGOOG CITY, MISAMIS ORIENTAL","10",16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,16.6,171.8
342,"PAMPLONA, CAMARINES SUR",5,0.2,0.2,0.0,0.0,0.4,0.0,,0.2,0.2,0.2,1.4,342,"PAMPLONA, CAMARINES SUR","5",0.4,0.4,0.4,0.4,0.2,0.2,,,,,2,342,"PAMPLONA, CAMARINES SUR","5",,,,,,,,,,,,3.4
348,"BAIS, NEGROS ORIENTAL",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,348,"BAIS, NEGROS ORIENTAL","7",0.0,,0.0,0.2,0.0,0.0,3.4,0.0,12.0,0.2,15.8,348,"BAIS, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,14.2,2.4,2.4,0.0,4.8,0.0,23.8,40.6
929,"PALAYAN CITY, NUEVA ECIJA",3,,,,,,,,,,,,929,"PALAYAN CITY, NUEVA ECIJA","3",0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,929,"PALAYAN CITY, NUEVA ECIJA","3",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.8
1552,"TUMAUINI(BRGY. ARCON), ISABELA",2,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.8,1552,"TUMAUINI(BRGY. ARCON), ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1552,"TUMAUINI(BRGY. ARCON), ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.8
876,"ABULUG, CAGAYAN",2,,,,,,,,,,,,876,"ABULUG, CAGAYAN","2",,,,,,,,,,,,876,"ABULUG, CAGAYAN","2",,,,,,,,,,,,
357,"POLANCO, ZAMBOANGA DEL NORTE",9,,,,,,,,,,,,357,"POLANCO, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,357,"POLANCO, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,
1143,"MASBATE, MASBATE",5,8.0,0.0,0.0,0.0,1.2,4.8,1.0,4.4,0.0,0.0,19.4,1143,"MASBATE, MASBATE","5",0.8,0.0,2.8,0.0,0.0,0.0,,,,,3.6,1143,"MASBATE, MASBATE","5",,,,,,,,,,,,23
344,"LABO, CAMARINES NORTE",5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,344,"LABO, CAMARINES NORTE","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,344,"LABO, CAMARINES NORTE","5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.4,1.4,1.4
922,"ROXAS PALAWAN, PALAWAN",4-B,,,,,,,,,,,,922,"ROXAS PALAWAN, PALAWAN","4-B",,,,,,,,,,,,922,"ROXAS PALAWAN, PALAWAN","4-B",,,,,,,,0.6,,,0.6,0.6
329,"SAN ANTONIO, QUEZON",4-A,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0,0.4,329,"SAN ANTONIO, QUEZON","4-A",0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,329,"SAN ANTONIO, QUEZON","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.4
378,"BABATNGON, LEYTE",8,,,,,,,,,,,,378,"BABATNGON, LEYTE","8",,,,,,,,,,,,378,"BABATNGON, LEYTE","8",,,,,,,,,,,,
354,"NAVAL, BILIRAN",8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,354,"NAVAL, BILIRAN","8",0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,354,"NAVAL, BILIRAN","8",0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0
899,"CAN-AVID, EASTERN SAMAR",8,0.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4,899,"CAN-AVID, EASTERN SAMAR","8",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,899,"CAN-AVID, EASTERN SAMAR","8",0.2,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.4,1.2
363,"SULOP, POBLACION, DAVAO DEL SUR",11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,363,"SULOP, POBLACION, DAVAO DEL SUR","11",,,,,,,,,,,,363,"SULOP, POBLACION, DAVAO DEL SUR","11",,,,,,,,,,,,0
870,"LANAO DEL NORTE, LANAO DEL NORTE",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,9.8,14.4,870,"LANAO DEL NORTE, LANAO DEL NORTE","10",2.4,0.6,0.0,0.0,0.4,6.8,0.0,6.4,0.4,1.0,18,870,"LANAO DEL NORTE, LANAO DEL NORTE","10",0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,0.0,0.0,40.6,73
898,"SAN MIGUEL, LEYTE",8,0.0,0.0,0.0,1.0,0.8,0.0,,6.0,3.0,3.2,14,898,"SAN MIGUEL, LEYTE","8",1.0,0.2,14.4,2.6,0.0,1.6,,,,,19.8,898,"SAN MIGUEL, LEYTE","8",,,,,,,,,,,,33.8
902,"GERONA, TARLAC",3,,,,,,,,,,,,902,"GERONA, TARLAC","3",,,,,,,,,,,,902,"GERONA, TARLAC","3",,,,,,3.2,,0.0,5.2,0.0,8.4,8.4
987,"BASILAN, ISABELA CITY",9,,,,,,,,,,,,987,"BASILAN, ISABELA CITY","9",,,,,,,,,,,,987,"BASILAN, ISABELA CITY","9",,,,,,,,,,,,
376,"PIGCAWAYAN, COTABATO",12,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,4.6,16.4,27.8,376,"PIGCAWAYAN, COTABATO","12",2.8,0.0,0.0,0.0,0.0,0.0,15.8,0.0,6.2,33.0,57.8,376,"PIGCAWAYAN, COTABATO","12",14.0,1.8,16.2,18.0,0.0,0.0,0.0,,,,50,135.6
919,"PATNONGON, ANTIQUE",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,15.8,919,"PATNONGON, ANTIQUE","6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,919,"PATNONGON, ANTIQUE","6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.8
918,"SAN LUIS, AURORA",3,,,,,,,,,,,,918,"SAN LUIS, AURORA","3",0.2,0.0,3.8,1.6,0.0,3.8,1.2,10.6,0.0,0.4,21.6,918,"SAN LUIS, AURORA","3",1.6,1.0,0.2,0.0,0.4,0.6,4.0,0.0,,0.0,7.8,29.4
932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO",ARMM,0.0,0.0,1.4,0.0,35.2,23.0,,0.0,11.4,33.8,104.8,932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO","ARMM",3.8,0.0,0.0,0.0,0.0,0.0,1.6,0.0,10.4,6.8,22.6,932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO","ARMM",37.2,0.6,1.0,8.0,0.4,0.0,0.0,,0.0,0.0,47.2,174.6
349,"SIQUIJOR, SIQUIJOR",7,,,,,,,,,,,,349,"SIQUIJOR, SIQUIJOR","7",,,,,,,,,,,,349,"SIQUIJOR, SIQUIJOR","7",,,,,,,,,,,,
356,"KALAWIT, ZAMBOANGA DEL NORTE",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.8,0.0,30.8,356,"KALAWIT, ZAMBOANGA DEL NORTE","9",3.4,0.2,18.2,0.0,0.0,0.0,38.0,0.0,1.2,4.4,65.4,356,"KALAWIT, ZAMBOANGA DEL NORTE","9",23.8,0.0,5.8,0.6,0.0,0.0,0.0,12.2,0.2,0.0,42.6,138.8
924,"PANIT-AN, CAPIZ",6,0.8,0.8,0.4,0.2,0.0,6.0,0.8,0.8,0.0,0.0,9.8,924,"PANIT-AN, CAPIZ","6",0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,37.0,0.0,39.8,924,"PANIT-AN, CAPIZ","6",1.2,3.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,9.4,59
872,"KALILANGAN, BUKIDNON",10,0.0,0.0,0.0,0.0,1.8,0.0,58.6,10.8,0.0,0.0,71.2,872,"KALILANGAN, BUKIDNON","10",8.8,4.8,0.8,0.0,0.8,0.0,52.4,0.4,0.0,8.4,76.4,872,"KALILANGAN, BUKIDNON","10",0.0,0.0,0.0,0.0,23.0,1.0,0.2,12.4,0.0,0.0,36.6,184.2
340,"SUAL, PANGASINAN",1,4.2,0.0,7.6,0.0,1.4,0.0,0.0,0.0,0.0,0.0,13.2,340,"SUAL, PANGASINAN","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,340,"SUAL, PANGASINAN","1",0.0,3.2,0.0,0.0,0.0,3.4,0.0,0.0,,0.8,7.4,20.6
359,"IPIL, ZAMBOANGA SIBUGAY",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.2,0.0,5.8,359,"IPIL, ZAMBOANGA SIBUGAY","9",1.6,0.2,0.0,0.0,1.8,0.2,0.0,0.0,0.0,1.6,5.4,359,"IPIL, ZAMBOANGA SIBUGAY","9",0.0,8.8,23.4,1.6,0.0,0.0,9.2,15.6,0.0,0.0,58.6,69.8
896,"BARILI, CEBU",7,0.2,0.0,0.0,0.0,2.8,0.0,7.0,0.2,0.2,0.0,10.4,896,"BARILI, CEBU","7",0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.4,0.0,0.0,7.6,896,"BARILI, CEBU","7",0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,0.2,29.6,47.6
878,"SEN. NINOY AQUINO, SULTAN KUDARAT",12,,,,,,,,,,,,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",,,,,,0.0,0.0,0.0,0.0,0.0,0,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",0.0,0.0,0.0,0.0,0.0,,,,,,0,0
1079,"PINAMALAYAN, ORIENTAL MINDORO",4-B,0.0,5.2,0.0,0.0,0.0,0.0,,1.6,0.8,0.8,8.4,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",0.0,0.0,19.2,0.0,3.2,0.0,0.0,,,0.0,22.4,33
1141,"STA. BARBARA - ILOILO, ILOILO",6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,1141,"STA. BARBARA - ILOILO, ILOILO","6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1141,"STA. BARBARA - ILOILO, ILOILO","6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9
903,"BOTOLAN, ZAMBALES",3,,,,,,,,,,,,903,"BOTOLAN, ZAMBALES","3",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,903,"BOTOLAN, ZAMBALES","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
927,"BAGO CITY, NEGROS OCCIDENTAL",6,0.0,1.8,0.0,21.6,0.0,22.2,0.0,35.2,221.0,34.4,336.2,927,"BAGO CITY, NEGROS OCCIDENTAL","6",17.2,6.0,1.2,42.0,1.2,0.0,3.8,0.4,392.2,117.0,581,927,"BAGO CITY, NEGROS OCCIDENTAL","6",96.0,101.8,16.4,14.8,21.6,231.6,309.4,0.0,0.0,0.0,791.6,1708.8
316,"STO TOMAS, DAVAO DEL NORTE",11,0.0,15.8,3.2,0.0,9.0,0.0,0.0,0.0,0.0,2.2,30.2,316,"STO TOMAS, DAVAO DEL NORTE","11",0.0,0.0,0.0,4.6,2.8,0.2,1.4,0.0,3.0,18.8,30.8,316,"STO TOMAS, DAVAO DEL NORTE","11",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,65
879,"TACURONG CITY, SULTAN KUDARAT",12,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,4.6,879,"TACURONG CITY, SULTAN KUDARAT","12",0.0,0.0,0.0,0.0,0.0,0.2,14.4,3.2,0.4,0.0,18.2,879,"TACURONG CITY, SULTAN KUDARAT","12",0.0,0.0,0.0,12.6,48.4,35.2,0.0,,,,96.2,119
866,"GUINSILIBAN, CAMIGUIN",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,866,"GUINSILIBAN, CAMIGUIN","10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,866,"GUINSILIBAN, CAMIGUIN","10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
372,"ROXAS, ISABELA",2,,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,372,"ROXAS, ISABELA","2",0.0,0.0,92.4,0.0,3.2,,,,,,95.6,372,"ROXAS, ISABELA","2",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135.4
890,"ESPERANZA, AGUSAN DEL SUR",13,0.0,0.0,0.0,0.0,8.4,0.0,,0.0,0.0,1.2,9.6,890,"ESPERANZA, AGUSAN DEL SUR","13",0.8,0.0,0.0,6.0,3.0,1.0,4.6,0.6,52.2,225.8,294,890,"ESPERANZA, AGUSAN DEL SUR","13",163.6,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,167.6,471.2
327,"STA. CRUZ - LAGUNA, LAGUNA",4-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
917,"CALINOG, ILOILO",6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7.2,0.0,7.4,917,"CALINOG, ILOILO","6",7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,917,"CALINOG, ILOILO","6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,16.4
1128,"ALCANTARA, ROMBLON",4-B,,,,,,,,,,,,1128,"ALCANTARA, ROMBLON","4-B",,,,,,,,,,,,1128,"ALCANTARA, ROMBLON","4-B",,,,,,,,,,,,
503,"AGLIPAY, QUIRINO",2,,,,,,,,,,,,503,"AGLIPAY, QUIRINO","2",,,,,,,,,,,,503,"AGLIPAY, QUIRINO","2",,,,,,,,,,,,
1324,"VILLAREAL, SAMAR",8,0.0,2.6,0.0,0.0,0.4,0.0,,0.0,0.0,1.2,4.2,1324,"VILLAREAL, SAMAR","8",14.0,22.6,0.8,0.6,6.2,4.2,5.0,1.8,0.0,2.4,57.6,1324,"VILLAREAL, SAMAR","8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,61.8
379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR",5,1.8,0.4,0.0,0.2,0.0,0.0,,0.0,2.0,0.4,4.8,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",2.8,0.0,0.6,0.0,0.4,0.2,0.0,0.0,0.8,0.0,4.8,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",0.0,0.2,0.0,12.4,0.0,0.0,0.0,,0.0,0.0,12.6,22.2
626,"KIAMBA, SARANGANI",12,,,,,,,,,,,,626,"KIAMBA, SARANGANI","12",,,,,,,,,,,,626,"KIAMBA, SARANGANI","12",,,,,,,,,,,,
374,"POBLACION LILOY, ZAMBOANGA DEL NORTE",9,17.6,0.4,0.0,0.0,0.2,5.8,1.0,0.0,29.2,0.0,54.2,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,1.6,10.2,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.4
351,"CARMEN, BOHOL",7,,,,,,,,,,,,351,"CARMEN, BOHOL","7",,,,,,,,,,,,351,"CARMEN, BOHOL","7",,,,,,,,,,,,
967,"STA. CRUZ - MARINDUQUE, MARINDUQUE",4-B,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.6,1.6,1.2,7.2,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",0.4,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,11.8
328,"AYUTI, QUEZON",4-A,7.0,0.6,0.0,0.2,0.0,0.0,,0.8,14.0,4.6,27.2,328,"AYUTI, QUEZON","4-A",10.4,0.0,,,,,,,,,10.4,328,"AYUTI, QUEZON","4-A",,,,,,2.0,1.0,,0.0,1.0,4,41.6
865,"ILAGAN, ISABELA",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,865,"ILAGAN, ISABELA","2",,,,,,,,,0.0,0.0,0,865,"ILAGAN, ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
934,"KAPATAGAN, LANAO DEL SUR",ARMM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
370,"SAN FRANCISCO, SURIGAO DEL NORTE",13,,,,,,,,,,,,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",,,,,,,,,,,,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",,,,,,,,,,,,
358,"DUMINGAG, ZAMBOANGA DEL SUR",9,,,,,,,,,,,,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,,,,,,,,,,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,,,,,,0.0,,,0,0
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,9.8,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,9.6,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,,2.8,9.6,32.4
353,"MALITBOG, SOUTHERN LEYTE",8,0.0,0.0,0.0,2.8,0.0,0.0,,0.0,1.0,1.2,5,353,"MALITBOG, SOUTHERN LEYTE","8",0.0,2.0,0.0,1.8,0.6,0.0,0.0,0.0,0.6,4.0,9,353,"MALITBOG, SOUTHERN LEYTE","8",0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.8,26,40
333,"BUCAY, ABRA",CAR,,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,,,,,,,,,,
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,0.0,0.0,17.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,29.6,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",,,,,,0.0,0.0,,0.0,0.0,0,30.4
